id,time,age,gender,nation,who,education,region,not_kz,played_vg,skills,skills_desc,culture_together,gaming_event,clubs,sleeping_trouble,sick,nation_important,play_only_nation,language_vg,language_communicate,barrier,barrier_desc,barrier_games,prefer_with,prefer_who,type_communication,platform,type_vg,discover_vg,factor_to_play,affect_relationship,affect_wellbeing,closer_teammates,discuss_vg,game_community,game_comunity_name,game_comunity_game,why_games,motivation_continue,for_competition,feel_while_playing,emotions_affect_while_playing,consequences,consequences_p_n,consequences_desc,mental_affect_vg,mental_desc,drained_after,freq_per_week,when_play,time_play,genre_vg,char,char_desc
224,06052023 21:04:36,20-25,Female ,Kazakh,Student,Higher professional education,West-Kazakhstan region,,Yes,Yes,"Мелкая моторика, логика, реакция, критическое мышление",Yes,No,"No, but before yes",I often have trouble sleeping,"Rarely, once or twice a year",No,No,Russian,Russian,"No, I can safely play",,,With someone,friends,Voice,"PC, Console",Multiplayer,recommendations,"Graphics, Storyline, reviews","No, games don't affect our relationship",No effect,Yes,"Yes, I discuss games with my closers",No,,,friends,"gameplay, new goals","No, I play for other purposes","excitement, stress",Make the game more interesting,No,,"Так как играла вместе со своими братьями и партнёром, я чувствовала себя лучше, поддержку с их стороны, и то, что наши отношения улучшаются",Well,"Общение улучшается, больше понимаю мотивацию людей, которые часто играют",7,Less than 1 hour per week,I play games whenever I want,At night,"Action, Simulation",Kind characters,abilities
225,06052023 21:10:23,20-25,Male ,Kazakh,Student,Higher professional education,Kyzylorda region,,Yes,Yes,дружелюбие ,Yes,Yes,Yes,Sometimes there are small problems,"Rarely, once or twice a year",No,No,English,English,"No, I can safely play",,,With someone,friends,Voice,PC,Both,Social media,"Graphics, reviews","Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",Yes,NIP ,"cs go ,clash of clans","fun, relaxation","new goals, improve skills","Yes, I play for the competition",satisfaction,Make the game more interesting,Yes,Positive,,Well,,5,1-5 hours per week,I only play games on certain days,In the evening,"Action, Strategy",Neutral characters,"interesting, motives, archetype"
226,06052023 21:26:44,20-25,Male ,Kazakh,Student,Incomplete higher professional education,Almaty region,,Yes,Yes,"Тактика, стратегия, реакция, быстрые правильные решение, эмоциональная стабильность ",Yes,No,Yes,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,English,English,"No, I can safely play",,,With someone,"friends, community",Voice,PC,Multiplayer,"recommendations, Social media, reviews, gaming websites","Graphics, Price, reviews, game publisher, personal interest","No, games don't affect our relationship",Positively,Yes,"Yes, I discuss games with my closers",Yes,QALQAMAN,"CS:GO, VALORANT, LOL, MINECRAFT, DOTA2, GTA V ONLINE, ROCKET LEAGUE, AMONG US","fun, relaxation, friends","gameplay, new goals","No, I play for other purposes","satisfaction, joy",Make the game more interesting,No,,,Well,Я снимаю стресс в играх ,2,11-20 hours per week,I only play games on certain days,In the evening,"Action, Strategy",Kind characters,"interesting, abilities, biography, archetype, style, design"
227,06052023 21:41:46,51+,Male ,Kazakh,Employed,Higher professional education,Karaganda region,,No,No,,Yes,No,No,"No, I have no trouble",Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,06052023 21:45:32,20-25,Male ,Kazakh,Employed,Higher professional education,Almaty region,,Yes,Yes,Например авто-вождение! ,Yes,No,"No, but before yes",Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Both,Alone,Voice,"PC, Mobile",Both,"recommendations, Social media, Ads","Graphics, Storyline, Price, personal interest","Yes, games improve our relationship",Positively,No,"No, I don't discuss games with my closers",No,,,"relaxation, achieve",gameplay,"No, I play for other purposes",satisfaction,Make the game more interesting,No,,,Well,Помогают разнообразить мышление,4,1-5 hours per week,I play games whenever I want,In the evening,"Puzzle, Strategy, Sports, Adventure, Simulation",Kind characters,"interesting, abilities, biography, design"
229,06052023 21:54:22,20-25,Male ,Kazakh,Student,Incomplete higher professional education,Uzbekistan,Uzbekistan,Yes,Yes,"Внимательность, Скорость реакции, Память ",Yes,No,No,Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,English,"No, I can safely play",,,Both,"Alone, friends",Voice,"PC, Mobile",Both,"recommendations, reviews","Graphics, Storyline, Price, personal interest","Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",Yes,,"Counter Strike Global Offensive, Clash of clans","fun, relaxation, friends","gameplay, competition","No, I play for other purposes","satisfaction, joy",Make the game more interesting,No,,,Well,Расслабляет ,1,1-5 hours per week,I only play games on certain days,In the evening,"Action, Strategy, Adventure",Kind characters,"interesting, motives, style"
230,06052023 22:00:33,20-25,Male ,Uighur,Student,Average (full) general,Almaty region,,Yes,Yes,"Язык, реакция, коммуникация.",Yes,Yes,"No, but before yes","No, I have no trouble","Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Both,friends,Voice,PC,Both,Social media,"Graphics, Storyline, Price, reviews, personal interest","No, games don't affect our relationship",No effect,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation, friends","gameplay, improve skills","No, I play for other purposes","satisfaction, joy",Make the game more interesting,No,Positive,,Well,Игры меня успокаивают,2,11-20 hours per week,I play games whenever I want,In the evening,"Action, Strategy, Sports, Adventure, Role-playing, Simulation",Kind characters,"interesting, motives, abilities, biography, archetype, interpersonal, style, design"
231,06052023 22:02:41,20-25,Female ,Russian,Student,Higher professional education,Karaganda region,,Yes,Yes,"навыки критического мышления, способность быстро принимать решения, развивать ловкость рук😹",Yes,No,No,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Both,friends,Voice,Mobile,Both,recommendations,Graphics,"No, games don't affect our relationship",Positively,Yes,"Yes, I discuss games with my closers",Yes,,,fun,gameplay,"Yes, I play for the competition",,Can affect my mood in real life,No,,,Well,"даже после луз стрика из 10 поражений, после того как я поною друзьям, я все равно буду чувствовать себя хорошо. это какая-то отдушина",3,1-5 hours per week,I play games whenever I want,In the evening,"Adventure, Simulation",Villains,"interesting, abilities, design"
232,06052023 22:05:57,20-25,Male ,Kazakh,Student,Average (full) general,Almaty region,,Yes,No,,Yes,No,No,"No, I have no trouble",Never,No,No,Kazakh,Kazakh,"No, I can safely play",,,Both,"Alone, friends, community, family",Voice,"PC, Console, Mobile",Both,"recommendations, reviews","Price, reviews","No, games don't affect our relationship",No effect,No,"No, I don't discuss games with my closers",No,,,fun,gameplay,"No, I play for other purposes",joy,Make the game more interesting,No,,,Badly,,5,Less than 1 hour per week,I play games whenever I want,In the afternoon,Puzzle,Kind characters,abilities
233,06052023 22:08:30,20-25,Male ,Kazakh,Student,Incomplete higher professional education,Almaty region,,Yes,Yes,Иностранный язык,Yes,No,No,I often have trouble sleeping,"Sometimes, but not often, once every few months",No,No,English,Russian,"No, I can safely play",,,With someone,friends,Chat,PC,Multiplayer,,,"Yes, games worsen our relationship",Negatively,Yes,"No, I don't discuss games with my closers",No,,,,gameplay,"No, I play for other purposes",,Can affect my mood in real life,Yes,Negative,"Это была зависимость, игра становилось другим миром где я был собой но в реальной жизни я вёл себя все тише и тише, когда бросил играть начал через пару лет раскрываться и начал развиваться ",Badly,"Если выиграл то хорошо, если проиграл плохо",10,Less than 1 hour per week,I play games whenever I want,In the evening,Sports,Kind characters,
234,06052023 22:11:10,20-25,Male ,Kazakh,Student,Incomplete higher professional education,North-Kazakhstan region,,Yes,Yes,"Language, communication skills, lots of other cognitive skills proved by neuroscience ",Yes,No,"No, but before yes",I have serious problems sleeping,"Rarely, once or twice a year",No,No,English,English,"No, I can safely play",,,Both,friends,Chat,"PC, Console",Both,reviews,personal interest,"Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",Yes,METROIDVANIA,Metroidvania,"fun, friends, achieve","new goals, better than others, competition","Yes, I play for the competition","satisfaction, excitement, joy, disappointment",Can affect my mood in real life,Yes,Positive,If I win I feel good mood and a day will go mostly productive ,Well,Keep my mind focused with a game losing touch with a reality for a time,3,More than 20 hours per week,I play games whenever I want,At night,"Action, Adventure",Kind characters,"interesting, abilities, biography, interpersonal"
235,06052023 22:14:15,16-19,Female ,Kazakh,Student,Higher professional education,Aktobe region,,Yes,Yes,"Внимательность, сообразительность",Yes,No,"No, but before yes",I often have trouble sleeping,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,"В играх, где нужно срабатываться в команде ",Both,friends,Voice,"PC, Mobile",Both,"recommendations, Social media","Storyline, personal interest","No, games don't affect our relationship",Positively,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation, reaction, friends, achieve","gameplay, new goals, improve skills","No, I play for other purposes","satisfaction, joy",Make the game more interesting,No,,,Well,,3,1-5 hours per week,I play games whenever I want,In the evening,"Action, Puzzle, Strategy, Adventure",Villains,"interesting, abilities, biography, style, design"
236,06052023 22:17:21,20-25,Male ,Kazakh,Student,Higher professional education,Almaty region,,Yes,Yes,"Cooperation, reaction, knowledge, language skills in case playing with foreigners",Yes,Yes,Yes,Sometimes there are small problems,"Rarely, once or twice a year",No,No,English,Kazakh,"No, I can safely play",,,Both,Alone,Voice,"PC, Mobile",Both,"recommendations, Social media","game publisher, personal interest","No, games don't affect our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation",improve skills,"No, I play for other purposes","satisfaction, excitement",Make the game more interesting,Yes,Negative,"In different cases, both cases",Well,,7,1-5 hours per week,I only play games on certain days,In the afternoon,"Action, Strategy, Adventure",Villains,"interesting, abilities, biography, style"
237,06052023 22:40:17,20-25,Male ,Kazakh,Student,Incomplete higher professional education,Almaty region,,Yes,Yes,"Тактика, логика",Yes,Yes,"No, but before yes",I often have trouble sleeping,"Sometimes, but not often, once every few months",Yes,No,English,English,"No, I can safely play",,"Games, where communication is a must",With someone,friends,Voice,"PC, Console",Both,"recommendations, gaming websites","Storyline, Price, reviews, personal interest","Yes, games worsen our relationship",Unsure,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation, friends","gameplay, competition","No, I play for other purposes","excitement, joy",Can affect my mood in real life,No,,,Well,,6,6-10 hours per week,I play games whenever I want,In the evening,"Action, Sports, Adventure",Kind characters,"interesting, motives, biography, interpersonal, design"
238,06052023 22:46:38,20-25,Female ,Kazakh,Student,Incomplete higher professional education,Akmol region,,Yes,Yes,"учить языки, разные тактики ",Yes,No,"No, but before yes",Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,I don't communicate with teammates,"No, I can safely play",,,Both,friends,Voice,"PC, Mobile",Both,"Social media, Ads","Graphics, reviews, personal interest","Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation, friends","gameplay, new goals","No, I play for other purposes","satisfaction, joy",Make the game more interesting,No,,,Well,,3,Less than 1 hour per week,I play games whenever I want,In the evening,"Puzzle, Adventure",Kind characters,design
239,06052023 23:17:51,20-25,Female ,Kazakh,Student,Higher professional education,Almaty region,,Yes,Yes,"стратегическое мышление, коммуникация, внимательность ",Yes,Yes,Yes,I often have trouble sleeping,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Both,community,Voice,Mobile,Multiplayer,recommendations,personal interest,"Yes, games improve our relationship",Unsure,Yes,"Yes, I discuss games with my closers",Yes,ONI,Mobile Legends,relaxation,gameplay,"No, I play for other purposes",satisfaction,Can affect my mood in real life,No,,,Badly,нервозность,5,1-5 hours per week,I only play games on certain days,At night,Strategy,Neutral characters,abilities
